#CUE_COLUMN	FRAGMENT_COLUMN	INSTANCE_COLUMN	EXTREME_COLUMN	LEXICALIZATION_COLUMN	OPPOSING_SENTIMENT_COLUMN	TABOO_COLUMN	ANTONYM_COLUMN	UNUSUAL_COLUMN	LABEL_COLUMN
NO_CUE	I can't imagine anyone coming to you when they need	I can't imagine anyone coming to you when they need to complain about others.	EXTREME	_	_	_	_	_	OTHER
NO_CUE	I feel bad for the ... in your house.	I feel bad for the ornaments in your house, you clean so much in your house.	_	_	_	_	_	UNUSUAL	OTHER
NO_CUE	I feel like ... when I am with you.	I feel like I need to avoid complex arguments when I am with you.	_	_	_	_	_	_	OTHER
NO_CUE	I feel like ... when I am with you.	I feel like an unimportant person when I am with you.	_	_	_	_	_	UNUSUAL	OTHER
NO_CUE	I find you	I find you can be really shy.	_	_	_	_	_	_	OTHER
NO_CUE	I find you	I find you take a large role in any planning jobs.	_	_	_	_	_	_	OTHER
NO_CUE	I gather you don't get carried away with	I gather you don't get carried away with personal finances.	_	_	_	_	_	_	OTHER
NO_CUE	I gather you don't get carried away with	I gather you don't get carried away with very much at all.	_	_	_	_	_	_	OTHER
NO_CUE	I gather you don't get carried away with	I gather you don't get carried away with worrying about the details.	_	_	_	_	_	_	OTHER
NO_CUE	I have dreamed of you being	I have dreamed of you being more ambitious, cutting loose a bit more.	_	_	_	_	_	_	OTHER
NO_CUE	I have no ... for you.	I have no words for you.	_	_	_	_	_	_	OTHER
NO_CUE	I knew ... that had ... than you.	I knew many people that had more education than you.	_	_	_	_	_	_	OTHER
NO_CUE	I love that you are not afraid to ..., even though ...	I love that you are not afraid to sing, even though you can't hold a tune.	_	_	_	_	_	_	OTHER
NO_CUE	I love that you are not afraid to ..., even though ...	I love that you are not afraid to speak your mind, even though it alienates your colleagues.	_	_	_	_	_	_	OTHER
NO_CUE	I love that you are not afraid to ..., even though ...	I love that you are not afraid to try, even though you failed last time.	_	_	_	_	_	_	OTHER
NO_CUE	I love the way your	I love the way your eyes glisten.	_	_	_	_	_	_	OTHER
NO_CUE	I love the way your	I love the way your face lights up.	_	_	_	_	_	_	OTHER
NO_CUE	I love the way your	I love the way your hair looks.	_	_	_	_	_	_	OTHER
NO_CUE	I love the way your	I love the way your hair shines in the sunlight.	_	_	_	_	_	_	OTHER
NO_CUE	I love the way your	I love the way your home is always so welcoming.	_	_	_	_	_	_	OTHER
NO_CUE	I love the way your	I love the way your kindness is infectious.	_	_	_	_	_	_	OTHER
NO_CUE	I love the way your	I love the way your passion drives you.	_	_	_	_	_	_	OTHER
NO_CUE	I love the way your	I love the way your personality shines through.	_	_	_	_	_	_	OTHER
NO_CUE	I love your confidence in your	I love your confidence in your abilities, but sometimes you need to let other people have a go too.	_	_	_	_	_	UNUSUAL	OTHER
NO_CUE	I love your confidence in your	I love your confidence in your ability to confuse.	EXTREME	_	_	_	_	UNUSUAL	OTHER
NO_CUE	I prefer ... to your ...	I prefer her dress to your dress.	_	_	_	_	_	_	OTHER
NO_CUE	I prefer ... to your ...	I prefer my ideas to your ideas.	_	_	_	_	_	_	OTHER
NO_CUE	I prefer ... to your ...	I prefer my music to your play list.	_	_	_	_	_	_	OTHER
NO_CUE	I prefer ... to your ...	I prefer your last idea to your new one.	_	_	_	_	_	_	OTHER
NO_CUE	I presume you ... with your behaviour.	I presume you are upset with your behaviour.	_	_	_	_	_	_	OTHER
NO_CUE	I presume you ... with your behaviour.	I presume you find some interactions difficult with your behaviour.	_	_	_	_	_	_	OTHER
NO_CUE	I presume you ... with your behaviour.	I presume you just don't notice how you impact people with your behaviour.	_	_	_	_	ANTONYM	_	OTHER
NO_CUE	I see no ... in you.	I see no compassion in you.	EXTREME	_	_	_	ANTONYM	_	OTHER
NO_CUE	I see no ... in you.	I see no motivation in you.	_	_	_	_	ANTONYM	_	OTHER
NO_CUE	I see that you don't value	I see that you don't value my opinion.	_	_	_	_	_	_	OTHER
NO_CUE	I see that you don't value	I see that you don't value negative people.	_	_	_	_	_	_	OTHER
NO_CUE	I see you take pride in	I see you take pride in being fashionably late.	_	_	OPPOSING_SENTIMENT	_	_	UNUSUAL	OTHER
NO_CUE	I sense you take ... too far.	I sense you take having fun too far.	EXTREME	_	_	_	_	UNUSUAL	OTHER
NO_CUE	I sense you take ... too far.	I sense you take jokes too far.	EXTREME	_	_	_	_	UNUSUAL	OTHER
NO_CUE	I sense you take ... too far.	I sense you take my kindness too far.	EXTREME	_	_	_	_	UNUSUAL	OTHER
NO_CUE	I sense you take ... too far.	I sense you take your desire to appear like a successful person too far.	EXTREME	_	_	_	_	UNUSUAL	OTHER
NO_CUE	I take it you don't want to be	I take it you don't want to be at my parent's house for Christmas.	_	_	_	_	_	_	OTHER
NO_CUE	I take it you don't want to be	I take it you don't want to be characterised in a poor light.	_	_	_	_	_	_	OTHER
NO_CUE	I take it you don't want to be	I take it you don't want to be included in the team discussions from now on.	_	_	_	_	_	_	OTHER
NO_CUE	I think we need to give you ... from now on.	I think we need to give you a less responsible role from now on.	_	_	_	_	_	_	OTHER
NO_CUE	I think we need to give you ... from now on.	I think we need to give you easier chores from now on.	_	_	_	_	_	_	OTHER
NO_CUE	I think we need to give you ... from now on.	I think we need to give you more drugs from now on.	_	_	_	TABOO	_	_	OTHER
NO_CUE	I think you looked best before	I think you looked best before you changed your hair.	_	_	_	_	_	_	OTHER
NO_CUE	I think you looked best before	I think you looked best before you started that new job, you look tired all the time.	EXTREME	_	_	_	_	_	OTHER
NO_CUE	I think you might be challenged	I think you might be challenged by the work in front of you.	_	_	_	_	_	_	OTHER
NO_CUE	I think you might be challenged	I think you might be challenged if you had to make an important decision.	_	_	_	_	_	_	OTHER
NO_CUE	I think you might be challenged	I think you might be challenged in your ability to accurately understand the situation.	_	_	_	_	_	_	OTHER
NO_CUE	I would like to attend your	I would like to attend your graduation but unfortunately only two people are permitted.	_	_	_	_	_	_	OTHER
NO_CUE	I would like to attend your	I would like to attend your wedding however I am busy that day.	_	_	_	_	_	_	OTHER
NO_CUE	I would prefer if we	I would prefer if we discuss all aspects before jumping to the decision.	_	_	_	_	_	_	OTHER
NO_CUE	I would prefer if we	I would prefer if we used our free time to explore our own hobbies.	_	_	_	_	_	_	OTHER
NO_CUE	I would prefer if we	I would prefer if we went separately.	EXTREME	_	_	_	_	_	OTHER
NO_CUE	I would prefer if we	I would prefer if we would go somewhere else.	_	_	_	_	_	_	OTHER
NO_CUE	I would prefer you	I would prefer you text and not call.	_	_	_	_	_	_	OTHER
NO_CUE	I would prefer you	I would prefer you to arrive 5 minutes early.	_	_	_	_	_	_	OTHER
NO_CUE	I would rather ... than have you ...	I would rather eat out in a restaurant than have you cook for me.	_	_	_	_	_	_	OTHER
NO_CUE	I wouldn't	I wouldn't be able to work in the messy desk space that you have.	EXTREME	_	_	_	_	_	OTHER
NO_CUE	I wouldn't	I wouldn't want to meet you in the company of my boss.	_	_	_	_	_	UNUSUAL	OTHER
NO_CUE	I'd prefer you were in	I'd prefer you were in more of a focussed mood than you are now.	_	_	_	_	_	_	OTHER
NO_CUE	I'd rather stick my head in a blender than	I'd rather stick my head in a blender than help you wash your car.	EXTREME	_	_	_	_	UNUSUAL	OTHER
NO_CUE	I'll be so proud of you when you finally	I'll be so proud of you when you finally broaden your horizons.	_	_	_	_	_	_	OTHER
NO_CUE	I'll be so proud of you when you finally	I'll be so proud of you when you finally get up.	_	_	_	_	_	_	OTHER
NO_CUE	I'll be so proud of you when you finally	I'll be so proud of you when you finally put down the fork.	_	_	_	_	_	UNUSUAL	OTHER
NO_CUE	I'll be so proud of you when you finally	I'll be so proud of you when you finally take responsibility for your life.	_	_	_	_	_	_	OTHER
NO_CUE	I'll get you some	I'll get you some feedback so that you can explore how you may wish to modify your behaviour next time.	_	_	_	_	_	_	OTHER
NO_CUE	I'll get you some	I'll get you some things to clean up the mess you have made.	_	_	_	_	_	_	OTHER
NO_CUE	I'll visit you	I'll visit you when you are famous.	_	_	_	_	_	_	OTHER
NO_CUE	I'm a ... of you.	I'm a bit afraid of you.	_	_	_	_	_	_	OTHER
NO_CUE	I'm guessing ... doesn't exist in your dictionary.	I'm guessing hello doesn't exist in your dictionary.	EXTREME	_	_	_	_	UNUSUAL	OTHER
NO_CUE	I'm guessing ... doesn't exist in your dictionary.	I'm guessing sarcasm doesn't exist in your dictionary.	EXTREME	_	_	_	_	UNUSUAL	OTHER
NO_CUE	I'm guessing ... doesn't exist in your dictionary.	I'm guessing the word relaxation doesn't exist in your dictionary.	EXTREME	_	_	_	_	UNUSUAL	OTHER
NO_CUE	I'm looking forward to ..., where you ...	I'm looking forward to going to the gym tonight, where you motivate me.	_	_	_	_	_	_	OTHER
NO_CUE	I'm looking forward to ..., where you ...	I'm looking forward to the part of the meal, where you serve your famous dessert.	_	_	_	_	_	_	OTHER
NO_CUE	I'm looking forward to ..., where you ...	I'm looking forward to the zoo, where you show your love for animals.	_	_	_	_	_	_	OTHER
NO_CUE	I'm not ... of you.	I'm not a carbon copy of you.	_	_	_	_	_	_	OTHER
NO_CUE	I'm not ... of you.	I'm not an extension of you.	_	_	_	_	_	_	OTHER
NO_CUE	If ... you wouldn't care less.	If you got fired you wouldn't care less.	EXTREME	_	_	_	ANTONYM	UNUSUAL	OTHER
NO_CUE	If ..., you might struggle to ...	If you can't wake up on time, you might struggle to keep your job.	_	_	_	_	_	_	OTHER
NO_CUE	If ..., you might struggle to ...	If you think like that, you might struggle to engage.	_	_	_	_	_	_	OTHER
NO_CUE	If I ever need someone to ..., I will look ...	If I ever need someone to make me laugh, I will look for you.	_	_	_	_	_	_	OTHER
NO_CUE	If I ever need someone to ..., I will look ...	If I ever need someone to rely on, I will look to you.	_	_	_	_	_	_	OTHER
NO_CUE	If I ever need someone to ..., I will look ...	If I ever need someone to talk to, I will look for you.	_	_	_	_	_	_	OTHER
NO_CUE	If I had a nickel for ..., I would be ...	If I had a nickel for every time you helped me, I would be rich.	_	_	_	_	_	_	OTHER
NO_CUE	If I had a nickel for ..., I would be ...	If I had a nickel for every time you said that, I would be a millionaire.	_	_	_	_	_	_	OTHER
NO_CUE	If you ... my life would be better.	If you tried to be happier, my life would be better.	_	_	_	_	_	_	OTHER
NO_CUE	If you ... my life would be better.	If you were allowed to take more time off work, my life would be better.	_	_	_	_	_	_	OTHER
NO_CUE	If you ... my life would be better.	If you worked harder my life would be better.	_	_	_	_	_	_	OTHER
NO_CUE	If you ... my life would be better.	If you would clean the house more, my life would be better.	_	_	_	_	_	_	OTHER
NO_CUE	If you ..., the world would be more ...	If you considered your responses more, the world would be more harmonious.	_	_	_	_	_	_	OTHER
NO_CUE	If you ..., the world would be more ...	If you had a bit more patience, the world would be more calm.	_	_	_	_	_	_	OTHER
NO_CUE	If you ..., the world would be more ...	If you listen more, the world would be more sympathetic.	_	_	_	_	_	_	OTHER
NO_CUE	If you get any ..., you'll be ...	If you get any feedback, you'll be confused.	_	_	_	_	_	UNUSUAL	OTHER
NO_CUE	If you get any ..., you'll be ...	If you get any money, you'll be sure to spend it immediately.	_	_	_	_	_	_	OTHER
NO_CUE	It has been a long time since you have been	It has been a long time since you have been bothered to show you are concerned.	EXTREME	_	_	_	_	UNUSUAL	OTHER
NO_CUE	It has been a long time since you have been	It has been a long time since you have been complimentary towards me.	_	_	_	_	_	_	OTHER
NO_CUE	It has been a long time since you have been	It has been a long time since you have been with us all in the break room.	_	_	_	_	_	UNUSUAL	OTHER
NO_CUE	It inspires me ... you were able to ...	It inspires me that despite your lack of revision you were able to pass your exams.	_	_	_	_	_	_	OTHER
NO_CUE	It inspires me ... you were able to ...	It inspires me that you were able to attend the event even though you didn't have any friends there.	_	_	_	_	_	_	OTHER
NO_CUE	It inspires me ... you were able to ...	It inspires me that you were able to learn Arabic so quickly.	_	_	_	_	_	_	OTHER
NO_CUE	It inspires me ... you were able to ...	It inspires me to see how you were able to bounce back from difficulty.	_	_	_	_	_	_	OTHER
NO_CUE	It is amazing on how much you	It is amazing on how much you care for others.	_	_	_	_	_	_	OTHER
NO_CUE	It is amazing on how much you	It is amazing on how much you improve the lives of those around you.	_	_	_	_	_	_	OTHER
NO_CUE	It is amazing on how much you	It is amazing on how much you inspire others.	_	_	_	_	_	_	OTHER
NO_CUE	It is amazing on how much you	It is amazing on how much you laugh.	_	_	_	_	_	_	OTHER
NO_CUE	It is amazing on how much you	It is amazing on how much you rely on others.	_	_	OPPOSING_SENTIMENT	_	_	_	OTHER
NO_CUE	It is impressive how consistently	It is impressive how consistently kind you are.	_	_	_	_	_	_	OTHER
NO_CUE	It is impressive how consistently	It is impressive how consistently stand up for those who need a voice.	_	_	_	_	_	_	OTHER
NO_CUE	It is impressive how consistently	It is impressive how consistently you approach your work commitments.	_	_	_	_	_	_	OTHER
NO_CUE	It is impressive how consistently	It is impressive how consistently you are engaged.	_	_	_	_	_	_	OTHER
NO_CUE	It is impressive how consistently	It is impressive how consistently you succeed in life.	_	_	_	_	_	_	OTHER
NO_CUE	It is impressive how consistently	It is impressive how consistently you've tried to ask me out, despite me saying no.	_	_	_	_	_	_	OTHER
NO_CUE	It is very brave how you	It is very brave how you act without thinking of the consequences first.	_	_	_	_	_	UNUSUAL	OTHER
NO_CUE	It is very brave how you	It is very brave how you approach every day.	_	_	_	_	_	_	OTHER
NO_CUE	It is very brave how you	It is very brave how you are determined to do what is right for those less fortunate.	_	_	_	_	_	_	OTHER
NO_CUE	It is very brave how you	It is very brave how you never give up.	_	_	_	_	_	_	OTHER
NO_CUE	It is very brave how you	It is very brave how you put others' feelings before your own.	_	_	_	_	_	_	OTHER
NO_CUE	It is very brave how you	It is very brave how you were able to overcome personal difficulties and remain optimistic.	_	_	_	_	_	_	OTHER
NO_CUE	It must save you a lot of money to be able to buy your	It must save you a lot of money to be able to buy your food in bulk.	_	_	_	_	_	_	OTHER
NO_CUE	It must save you a lot of money to be able to buy your	It must save you a lot of money to be able to buy your phone outright with your father's money.	_	_	_	_	_	_	OTHER
NO_CUE	It surprises me that your	It surprises me that your mum still does your washing.	EXTREME	_	_	_	_	UNUSUAL	OTHER
NO_CUE	It would be great if you weren't	It would be great if you weren't always undermining me.	EXTREME	_	_	_	_	_	OTHER
NO_CUE	It would be great if you weren't	It would be great if you weren't so obsessed with video games.	EXTREME	_	_	_	_	UNUSUAL	OTHER
NO_CUE	It would be nice if you	It would be nice if you answered my question.	_	_	_	_	_	_	OTHER
NO_CUE	It would be nice if you	It would be nice if you could tell me on time in future.	_	_	_	_	_	_	OTHER
NO_CUE	It's admirable that you	It's admirable that you help others.	_	_	_	_	_	_	OTHER
NO_CUE	It's admirable that you	It's admirable that you persevere and are full of determination.	_	_	_	_	_	_	OTHER
NO_CUE	It's admirable that you	It's admirable that you try to keep up.	_	_	_	_	_	_	OTHER
NO_CUE	It's amazing how creative you are at	It's amazing how creative you are at decorating your home for the holidays.	_	_	_	_	_	_	OTHER
NO_CUE	It's amazing how creative you are at	It's amazing how creative you are at designing experiments.	_	_	_	_	_	_	OTHER
NO_CUE	It's amazing how creative you are at	It's amazing how creative you are at drawing and painting.	_	_	_	_	_	_	OTHER
NO_CUE	It's amazing how creative you are at	It's amazing how creative you are at making striking posters.	_	_	_	_	_	_	OTHER
NO_CUE	It's amazing how creative you are at	It's amazing how creative you are at telling the truth.	_	_	_	_	_	_	OTHER
NO_CUE	It's amazing how creative you are at	It's amazing how creative you are at tidying up.	_	_	_	_	_	_	OTHER
NO_CUE	It's amazing how you are always so quick to	It's amazing how you are always so quick to leave early.	EXTREME	_	_	_	_	UNUSUAL	OTHER
NO_CUE	It's amazing how you are always so quick to	It's amazing how you are always so quick to share the load with others.	EXTREME	_	_	_	_	_	OTHER
NO_CUE	It's amazing that you find the time to have so many	It's amazing that you find the time to have so many charity fundraising projects on the go.	_	_	_	_	_	_	OTHER
NO_CUE	It's amazing that you find the time to have so many	It's amazing that you find the time to have so many exciting interests.	_	_	_	_	_	_	OTHER
NO_CUE	It's amazing that you find the time to have so many	It's amazing that you find the time to have so many experiences and positive interactions.	_	_	_	_	_	_	OTHER
NO_CUE	It's amazing that you find the time to have so many	It's amazing that you find the time to have so many hobbies.	_	_	_	_	_	_	OTHER
NO_CUE	It's amazing that you find the time to have so many	It's amazing that you find the time to have so many opinions.	EXTREME	_	_	_	_	_	OTHER
NO_CUE	It's amazing that you find the time to have so many	It's amazing that you find the time to have so many people that you help.	_	_	_	_	_	_	OTHER
NO_CUE	It's amazing that you find the time to have so many	It's amazing that you find the time to have so many volunteer responsibilities.	_	_	_	_	_	_	OTHER
NO_CUE	It's amazing that you find the time to have so many	It's amazing that you find the time to have so many wonderful friends.	_	_	_	_	_	_	OTHER
NO_CUE	It's generous of you to share ... with ...	It's generous of you to share so much with me and I am thankful.	_	_	_	_	_	_	OTHER
